Title,Author,First Publish Year,URL
A history of falling things,"James Graham, James Graham",2009,https://openlibrary.org/works/OL14961769W
The culture of love,Stephen Kern,1992,https://openlibrary.org/works/OL2986770W
Love,"Barry St Clair, Bill Jones",1988,https://openlibrary.org/works/OL3013463W
The Father Heart of God,Floyd McClung,1985,https://openlibrary.org/works/OL2942511W
God's joyful surprise,Sue Monk Kidd,1987,https://openlibrary.org/works/OL2941506W
Piano man,Joyce Sweeney,1992,https://openlibrary.org/works/OL2662020W
Falling in love,Ayala Malakh-Pines,1999,https://openlibrary.org/works/OL2738577W
Love and Lust,Theodor Reik,2017,https://openlibrary.org/works/OL27396151W
Why Can't I Fall in Love? A 12-Step Program,Shmuley Boteach,2001,https://openlibrary.org/works/OL273936W
Online Seductions,Esther Gwinnell,1998,https://openlibrary.org/works/OL2750478W
The 10 Second Kiss,Ellen Kreidman,1997,https://openlibrary.org/works/OL2743918W
Fireworks,Katherine Applegate,1993,https://openlibrary.org/works/OL27789W
"Mother, May I?",Katherine Applegate,2002,https://openlibrary.org/works/OL27803W
"Rumors (Luxe Series, Book 2)",Anna Godbersen,2008,https://openlibrary.org/works/OL278586W
Bub or the Very Best Thing,Natalie Babbitt,1994,https://openlibrary.org/works/OL2775688W
Swept Away,Katherine Applegate,1993,https://openlibrary.org/works/OL27820W
The Ellimist Chronicles,Katherine Applegate,2000,https://openlibrary.org/works/OL27787W
Zoey speaks out,Katherine Applegate,1996,https://openlibrary.org/works/OL27834W
Zoey comes home,Katherine Applegate,1998,https://openlibrary.org/works/OL27831W
Who loves Kate?,Katherine Applegate,1996,https://openlibrary.org/works/OL27830W
Beach Blondes,Katherine Applegate,2008,https://openlibrary.org/works/OL27776W
Kant on Love,Pärttyli Rinne,2018,https://openlibrary.org/works/OL27390124W
Love That Works,Bruce Brander,2004,https://openlibrary.org/works/OL2719716W
"Women, Sex and Addiction",Charlotte Davis Kasl,1989,https://openlibrary.org/works/OL273276W
How to Ruin Your Life,"Ben Stein, Stein, Benjamin",2002,https://openlibrary.org/works/OL273094W
Cracking the love code,Janet O'Neal,1996,https://openlibrary.org/works/OL2695765W
Act of love,Rosemary Haughton,1968,https://openlibrary.org/works/OL2687933W
Simple spells for love,Barrie Dolnick,1994,https://openlibrary.org/works/OL2709772W
True Love,Thích Nhất Hạnh,2004,https://openlibrary.org/works/OL263650W
Love actually,"Curtis, Richard",2003,https://openlibrary.org/works/OL2657099W
Love Numbers,Margaret Arnold,1998,https://openlibrary.org/works/OL2730055W
Soul Mates,Thomas Moore,1994,https://openlibrary.org/works/OL273315W
Gei Maliya De Qingshu,Yilin Yang,2022,https://openlibrary.org/works/OL28759639W
Out on a Leash,Shirley MacLaine,2003,https://openlibrary.org/works/OL2936621W
The gardens of Aphrodite,Edgar Saltus,1920,https://openlibrary.org/works/OL5684565W
Does anybody love me?,Gillian Lobel,2002,https://openlibrary.org/works/OL5835334W
"Honey, Baby, Sweetheart",Deb Caletti,2004,https://openlibrary.org/works/OL5718829W
Gods love to man-kinde,Samuel Hoard,1656,https://openlibrary.org/works/OL5884729W
Searching the heart,Karen Lystra,1989,https://openlibrary.org/works/OL4772871W
The Everything Love Signs Book,Jenni Kosarin,2004,https://openlibrary.org/works/OL5834002W
The secret of married love,Anna B. Mow,1970,https://openlibrary.org/works/OL5603788W
"Love, sex, and aging",Edward M. Brecher,1984,https://openlibrary.org/works/OL5598802W
The Complete Book of Love and Sex,"Philip Cauthery, Andrew Stanway, Penny Stanway",1984,https://openlibrary.org/works/OL5608067W
"What's your name, again?","Rick Walton, Ann Walton",1900,https://openlibrary.org/works/OL57679W
Bunny Christmas,Rick Walton,2004,https://openlibrary.org/works/OL57686W
What Do We Do with the Baby?,Rick Walton,2008,https://openlibrary.org/works/OL57687W
Hello... Hello,Karen Hines,2002,https://openlibrary.org/works/OL5781540W
Never Too Little to Love,Jeanne Willis,2004,https://openlibrary.org/works/OL501161W
When a Man's a Man,"Harold Bell Wright, Elsberry W. Reynolds",1916,https://openlibrary.org/works/OL50880W
Letting Go,Zev Wanderer,1978,https://openlibrary.org/works/OL6560247W
No matter what,Emma Dodd,2008,https://openlibrary.org/works/OL6036439W
The God of Love and Human Dignity,Paul Middleton,2007,https://openlibrary.org/works/OL6234655W
At face value,Emily Franklin,2008,https://openlibrary.org/works/OL5721356W
Three ways of love,Frances Parkinson Keyes,1963,https://openlibrary.org/works/OL5910040W
His/hers,"Justin Cord Hayes, Nicole Murn Hayes",2005,https://openlibrary.org/works/OL5829958W
The person and love,John Cowburn,1967,https://openlibrary.org/works/OL5817501W
Love on the Lifts,Rachel Hawthorne,2005,https://openlibrary.org/works/OL5683972W
The Truth about Romance,Ben Mason,2005,https://openlibrary.org/works/OL5821728W
"Good dog, Paw!",Chinlun Lee,2004,https://openlibrary.org/works/OL6034268W
Sexual Desire,Roger Scruton,1986,https://openlibrary.org/works/OL61181W
"Love, Sex, and Lasting Relationships",Chip Ingram,2003,https://openlibrary.org/works/OL5833500W
Liberation through love,Kennedy Thom,1978,https://openlibrary.org/works/OL6621759W
Herein is love,Reuel L. Howe,1961,https://openlibrary.org/works/OL6926023W
The creative years,Reuel L. Howe,1959,https://openlibrary.org/works/OL6926024W
My world of astrology,Sydney Omarr,1965,https://openlibrary.org/works/OL69491W
Virgo 1971 (Omarr Astrology),Sydney Omarr,1970,https://openlibrary.org/works/OL69492W
Messages from the masters,Brian L. Weiss,2000,https://openlibrary.org/works/OL70776W
Only Love Is Real,Brian L. Weiss,1996,https://openlibrary.org/works/OL70777W
Dante Gabriel Rossetti and the philosophy of love,Charles Richard Cammell,1933,https://openlibrary.org/works/OL6673889W
Romantic love and personal beauty,Henry Theophilus Finck,1887,https://openlibrary.org/works/OL6610557W
Truce,Janet Bode,1991,https://openlibrary.org/works/OL67043W
Was hält Paare zusammen?,Jürg Willi,1991,https://openlibrary.org/works/OL729716W
Metafisica del sesso,Julius Evola,1969,https://openlibrary.org/works/OL717051W
Beginnings,Carol Lynn Pearson,1969,https://openlibrary.org/works/OL72878W
The modern Magi,Carol Lynn Pearson,1994,https://openlibrary.org/works/OL72880W
Sexual attraction and love,Richard Centers,1974,https://openlibrary.org/works/OL7004358W
A story of love,Francis Bernard Cassilly,1916,https://openlibrary.org/works/OL7526200W
Ben liebt Anna,Peter Härtling,1984,https://openlibrary.org/works/OL754160W
Love at the threshold,Frances Bruce Strain,1942,https://openlibrary.org/works/OL7441327W
Love in America,Francesca M. Cancian,1987,https://openlibrary.org/works/OL4964791W
The roots of love,Helene S. Arnstein,1975,https://openlibrary.org/works/OL5366634W
Oracle du destin,Heinrich Cornelius Agrippa von Nettesheim,1962,https://openlibrary.org/works/OL5589058W
Being in Love,William Johnston,1992,https://openlibrary.org/works/OL5669804W
Love problems of adolescence,Oliver M. Butterfield,1939,https://openlibrary.org/works/OL5362840W
A simple path,Saint Mother Teresa,1995,https://openlibrary.org/works/OL502350W
Learning to love,Harry Frederick Harlow,1971,https://openlibrary.org/works/OL5266214W
Listening to the cicadas,G. R. F. Ferrari,1987,https://openlibrary.org/works/OL5279145W
Love can open prison doors,Starr Daily,1950,https://openlibrary.org/works/OL7601715W
Choose and Choose Again,J. Kevin Butcher,2016,https://openlibrary.org/works/OL25188303W
The language of love,"Gary Smalley, John T. Trent",2006,https://openlibrary.org/works/OL24837622W
Breathe,Joyce Carol Oates,2021,https://openlibrary.org/works/OL24740392W
Dating games,Leigh Michaels,1993,https://openlibrary.org/works/OL2421406W
Leaving the enchanted forest,"Stephanie Covington, Liana Beckett",1988,https://openlibrary.org/works/OL2478035W
Consent,Nancy Ohlin,2015,https://openlibrary.org/works/OL24723537W
Love and Idolatry in the Victorian Novel,Timothy L. Carens,2021,https://openlibrary.org/works/OL25336076W
"A kiss for a blow, or, A collection of stories for children","Wright, Henry Clarke",1852,https://openlibrary.org/works/OL2532909W
Romancing the Divine,Don Nori,2001,https://openlibrary.org/works/OL2538723W
God of Holy Love,"Paul K. Moser, Benjamin Nasmith",2019,https://openlibrary.org/works/OL25432973W
Love Around Us,"Kaarina Määttä, Satu Uusiautti",2018,https://openlibrary.org/works/OL25749805W
Dragon Kiss,Elizabeth Dawson Baker,2009,https://openlibrary.org/works/OL2557248W
Routledge Companion to Romantic Love,Ann Brooks,2021,https://openlibrary.org/works/OL25319169W
Lessons and Beliefs,Mark Tedesco,2014,https://openlibrary.org/works/OL26353844W
Spoiler Alert : the Hero Dies,Michael Ausiello,2017,https://openlibrary.org/works/OL25868295W
"On Love, Confession, Surrender and the Moral Self",Ian Clausen,2017,https://openlibrary.org/works/OL25712382W
Another Finitude,Agata Bielik-Robson,2019,https://openlibrary.org/works/OL25786550W
Sex,Fern Riddell,2021,https://openlibrary.org/works/OL25760689W
Love magic,Laurie Cabot,1992,https://openlibrary.org/works/OL2626631W
Giustizia e carità,Reginaldo M. Pizzorni,1969,https://openlibrary.org/works/OL2364888W
A million and one love strategies,Marie Papillon,1992,https://openlibrary.org/works/OL2392458W
Love idol,Jennifer Dukes Lee,2014,https://openlibrary.org/works/OL23318144W
Das Geheimnis des Herzmagneten,Ruediger Schache,2010,https://openlibrary.org/works/OL22641722W
Snapshot,Angie Stanton,2013,https://openlibrary.org/works/OL23290990W
I'll always love you,Paeony Lewis,2000,https://openlibrary.org/works/OL24177613W
Storying Relationships,"Richard Phillips, Claire Chambers, Nafhesa Ali, Indrani Karmakar, Kristina Diprose",2021,https://openlibrary.org/works/OL26596301W
The friendship factor,Alan Loy McGinnis,1979,https://openlibrary.org/works/OL2672135W
The language of love,Gary Smalley,1988,https://openlibrary.org/works/OL13167W
Cu liu zu,Deyong Zhu,1991,https://openlibrary.org/works/OL13242506W
The shiatsu manual,Gerry Thompson,1994,https://openlibrary.org/works/OL11786W
Die Liebe im deutschen Roman des siebzehnten Jahrhunderts,Gerhard Wilhelm Stern,1931,https://openlibrary.org/works/OL11868078W
L' amour du père et du fils dans la sotériologie de Saint Paul,Kazimierz Romaniuk,1961,https://openlibrary.org/works/OL10749956W
The case is altered,Ben Jonson,1902,https://openlibrary.org/works/OL1085345W
Die schwarze Flamme,Marguerite Yourcenar,1985,https://openlibrary.org/works/OL106834W
What God has joined together,Gustave Thibon,1952,https://openlibrary.org/works/OL1268700W
Woman and love,Bernhard A. Bauer,1927,https://openlibrary.org/works/OL126420W
J'aime,Yves Saint-Arnaud,1970,https://openlibrary.org/works/OL12835939W
The renewal,Terri Kraus,2009,https://openlibrary.org/works/OL13410773W
Parle-moi d'amour,Michel Quoist,1985,https://openlibrary.org/works/OL1320218W
Making love last forever,Gary Smalley,1996,https://openlibrary.org/works/OL13164W
Love Isn't Easy,Charles M. Schulz,1996,https://openlibrary.org/works/OL10510963W
Meet Danitra Brown,Nikki Grimes,1994,https://openlibrary.org/works/OL103724W
The silence of St. Thomas,Josef Pieper,1957,https://openlibrary.org/works/OL112218W
Wahrheit der Dinge,Josef Pieper,1947,https://openlibrary.org/works/OL112219W
La sagesse de l'amour,Alain Finkielkraut,1982,https://openlibrary.org/works/OL112068W
A contrite and humble heart,Sylvester Jenks,1692,https://openlibrary.org/works/OL11361875W
Sam Vole and His Brothers,Martin Waddell,1992,https://openlibrary.org/works/OL114198W
What Use Is a Moose?,Martin Waddell,1996,https://openlibrary.org/works/OL114199W
Deus caritas est,Joseph Ratzinger,2006,https://openlibrary.org/works/OL11714725W
The enemies of love,Aelred Watkin,1958,https://openlibrary.org/works/OL11869537W
The dark side of love,Jane G. Goldberg,1993,https://openlibrary.org/works/OL12192W
Fī al-ḥubb wa-al-ḥubb al-ʻUdhrī,Ṣādiq Jalāl ʻAẓm,1968,https://openlibrary.org/works/OL12308086W
Once there were giants,Martin Waddell,1989,https://openlibrary.org/works/OL114196W
The Book of Love Symbols,Peter Bently,1994,https://openlibrary.org/works/OL3475271W
Eros Unveiled,Catherine Osborne,1994,https://openlibrary.org/works/OL3478408W
Seven Stories of Christmas Love,Leo F. Buscaglia,1987,https://openlibrary.org/works/OL3487847W
The Shakespeare Love Book,William Shakespeare,1915,https://openlibrary.org/works/OL361832W
Charity and its fruits,"Jonathan Edwards, Jonathan Edwards",1852,https://openlibrary.org/works/OL37836W
Blue Sky Through the Window of a Moving Car,Jordan Bolton,2024,https://openlibrary.org/works/OL38045137W
Phaedrus and the Seventh and Eighth Letters,Πλάτων,1973,https://openlibrary.org/works/OL380148W
Le Nouveau monde amoureux,Charles Fourier,1967,https://openlibrary.org/works/OL3748933W
Dialogos de amor,León Hebreo,1944,https://openlibrary.org/works/OL3649433W
""" As I have loved you""",John Kearney,1941,https://openlibrary.org/works/OL3702333W
Love in the machine age,Floyd Dell,1930,https://openlibrary.org/works/OL3535941W
On the way to the wedding,Linda Schierse Leonard,1986,https://openlibrary.org/works/OL3750293W
Never trust Lara,Katherine Applegate,1997,https://openlibrary.org/works/OL15068639W
"Love, Ruby Valentine","Laurie B. Friedman, Laurie Friedman",2006,https://openlibrary.org/works/OL15053583W
Fallen (Fallen #1),Lauren Kate,2009,https://openlibrary.org/works/OL15191494W
Getting the love you want workbook,"Harville Hendrix, Harville, PhD Hendrix, Helen LaKelly Hunt",2003,https://openlibrary.org/works/OL15140633W
My Dating Disasters Diary,Liz Rettig,1998,https://openlibrary.org/works/OL14937731W
Georg Simmel,Georg Simmel,1976,https://openlibrary.org/works/OL1086991W
M and M and the haunted house game,Pat Ross,1980,https://openlibrary.org/works/OL114954W
"Dictionnaire d'amour, études physiologiques",Joachim Duflot,1846,https://openlibrary.org/works/OL11590369W
Good Job,Martin Waddell,1999,https://openlibrary.org/works/OL114194W
The spirit of love,William Law,1752,https://openlibrary.org/works/OL1139442W
Physiologie de l'amour moderne,Paul Bourget,1890,https://openlibrary.org/works/OL1545266W
The book of love,Laura Berman,2009,https://openlibrary.org/works/OL15633935W
Elemental love styles,Craig Martin,2010,https://openlibrary.org/works/OL15300780W
I love you through and through,Bernadette Rossetti-Shustak,2005,https://openlibrary.org/works/OL15143004W
Passion and society,"Rougemont, Denis de",1940,https://openlibrary.org/works/OL1452647W
Crush,Andrea N. Richesin,2011,https://openlibrary.org/works/OL15538164W
Jane,April Lindner,2010,https://openlibrary.org/works/OL15392371W
A history of falling things,"James Graham, James Graham",2009,https://openlibrary.org/works/OL14961769W
Your other self,Jean Vieujean,1959,https://openlibrary.org/works/OL148034W
Shelley on Love,Percy Bysshe Shelley,1980,https://openlibrary.org/works/OL14853428W
"The Scientific American book of love, sex, and the brain",Judith Horstman,2011,https://openlibrary.org/works/OL16015106W
Crazy little thing,Liz Langley,2011,https://openlibrary.org/works/OL16184352W
Wrapped,Jennifer Bradbury,2011,https://openlibrary.org/works/OL16214405W
Finding true love,Daphne Rose Kingma,1996,https://openlibrary.org/works/OL15842787W
The springsweet,Saundra Mitchell,2012,https://openlibrary.org/works/OL16167345W
Janie face to face,Caroline B. Cooney,2013,https://openlibrary.org/works/OL16585139W
Shine,Jeri Smith-Ready,2012,https://openlibrary.org/works/OL16451126W
Emotion and reason,Warren D. TenHouten,2013,https://openlibrary.org/works/OL16532273W
"Christian love, as exemplified by the first Christian church in their having all things in common, placed in its true and just point of light","Chauncy, Charles",1773,https://openlibrary.org/works/OL1633615W
Until I die,Amy Plum,2012,https://openlibrary.org/works/OL16529185W
Return to me,Justina Chen,2013,https://openlibrary.org/works/OL16557605W
Histoire et mythologie de l'amour,Evelyne Sullerot,1974,https://openlibrary.org/works/OL1649845W
Secret Sisterhood of Heartbreakers,Lynn Weingarten,2011,https://openlibrary.org/works/OL16589696W
A letter to the Reverend Alexander Cumming,Andrew Croswell,1762,https://openlibrary.org/works/OL1659135W
Les fiancés du Rhin,Marie-Bernadette Dupuy,2010,https://openlibrary.org/works/OL16619947W
Defiance,C. J. Redwine,2012,https://openlibrary.org/works/OL16591799W
Vampire Stalker,Allison van Diepen,2011,https://openlibrary.org/works/OL16630963W
While He Was Away,Karen Schreck,2012,https://openlibrary.org/works/OL16631239W
Remarks on the Revd. Mr. Croswell's letter to the Reverend Mr. Cumming,Joseph Bellamy,1763,https://openlibrary.org/works/OL1661235W
"Theron, Paulinus, and Aspasio. Or, Letters and dialogues, upon the nature of love to God, faith in Christ, assurance of a title to eternal life",Joseph Bellamy,1759,https://openlibrary.org/works/OL1661236W
Karma,Cathy Ostlere,2011,https://openlibrary.org/works/OL16536692W
The Space Between,Brenna Yovanoff,2011,https://openlibrary.org/works/OL16621983W
Love out loud,Joyce Meyer,2011,https://openlibrary.org/works/OL16461645W
Love you when--,Linda Kranz,2012,https://openlibrary.org/works/OL16694647W
Tides,Betsy Cornwell,2013,https://openlibrary.org/works/OL16704555W
Criminal,Terra Elan McVoy,2013,https://openlibrary.org/works/OL16704601W
Finding love again,Terri Orbuch,2012,https://openlibrary.org/works/OL16499534W
Alix and Nicky,Virginia Rounding,2012,https://openlibrary.org/works/OL16506013W
